Ticker,Market Cap,P/E,ROE,Debt/Equity,Current Ratio,Operating Margin,Net Profit Margin,Free Cash Flow,Beta,Revenue Growth,Gross Profits,Total Revenue,Total Assets,Total Liabilities,EBIT,Working Capital,Retained Earnings,Total Equity
AAPL,3115906498560,32.44479,1.38015,146.994,0.821,0.31028998,,97251500032,1.211,0.051,186699005952,400366010368,,,,0,,
